Date,Close,High,Low,Open,Volume
2020-01-02,132.8583984375,135.0958580613506,131.8519655122844,134.68828686753176,1094900
2020-01-03,133.61534118652344,134.2142157453163,131.83535644005156,131.83535644005156,371300
2020-01-06,133.93972778320312,134.39720315792096,132.74197869004536,133.116272108711,604700
2020-01-07,129.5562744140625,131.02850841075121,128.67460171617742,130.16347463880223,4543900
2020-01-08,131.278076171875,131.41947535018693,129.57294752929084,130.1718221031915,2239300
2020-01-09,130.81227111816406,131.75216114832125,130.61264205484164,131.34460259524033,1644600
2020-01-10,131.89358520507812,132.03498437859682,130.47125496733304,131.07844263992143,1155300
2020-01-13,133.73179626464844,133.8898343786977,132.4259257544778,132.4259257544778,1216300
2020-01-14,133.4656219482422,133.83158954465375,131.91020572341031,133.54047809125018,1023500
2020-01-15,134.98779296875,136.17722930494548,133.77341726829164,134.03957676343504,875700
2020-01-16,136.25205993652344,136.78439151882827,135.44524309731025,135.53673818294638,673200
2020-01-17,135.49514770507812,136.70953587424864,135.41197843078098,136.53485882218826,1963400
2020-01-21,137.07554626464844,137.24189754149248,135.66154137379084,135.85284470757202,1188800
2020-01-22,135.8112335205078,137.80747392937633,135.3121670723972,137.32505910579957,467400
2020-01-23,137.58285522460938,137.7575195334346,135.23726154326906,136.14388632430527,491700
2020-01-24,136.9590606689453,137.8573725419702,136.15224387627813,137.8573725419702,484300
2020-01-27,136.2354278564453,136.95907545806438,135.87777330756293,136.10235447301622,558100
2020-01-28,136.7261962890625,137.35002305734798,135.92769244127032,136.31862489807227,518500
2020-01-29,136.8426055908203,137.6161444774564,136.05242777459867,137.15866910223824,569000
2020-01-30,136.80934143066406,137.53298898457308,136.09401968827382,136.41009592312568,603000
2020-01-31,135.7446746826172,136.9923279658982,135.19570419194503,136.44335747522604,560100
2020-02-03,137.0838165283203,138.0736234500029,136.16055263492902,136.28532557239456,1126700
2020-02-04,139.5625,140.61053695066104,137.57457281027183,137.57457281027183,814300
2020-02-05,139.67892456054688,140.66041831664984,139.17987090966403,139.895192565202,595300
2020-02-06,139.60409545898438,141.2759591465222,139.2547540281612,140.16137912423474,771700
2020-02-07,139.3628692626953,140.08650407957043,138.78894674236605,140.08650407957043,931900
2020-02-10,141.87481689453125,141.87481689453125,139.87856406678532,140.05324110727986,514300
2020-02-11,142.7731170654297,143.56330762104284,141.7999490404899,142.22415927387914,550800
2020-02-12,144.23703002929688,144.7693615513198,142.53190145832534,143.09749814781892,779000
2020-02-13,144.37844848632812,145.39320756881727,144.1455542075719,144.2287234832498,630300
2020-02-14,145.50131225585938,145.57618109472918,144.37843197423055,144.56142212829477,463600
2020-02-18,144.6029815673828,146.17502377220717,144.12055423841792,145.62605342975243,477400
2020-02-19,140.72694396972656,144.72774926055436,140.71030504254918,144.60298903618076,773000
2020-02-20,140.33604431152344,140.88501480999082,139.78707381305603,140.56893857903341,770400
2020-02-21,139.7205047607422,140.33601817698437,139.10500403628333,139.97835103091097,916200
2020-02-24,138.6891326904297,139.2963203537662,137.4414795047389,138.13184912383528,955500
2020-02-25,136.1189727783203,139.06344173483026,135.58664120027697,138.9220425475766,763000
2020-02-26,135.6448974609375,137.39160484138588,135.4785461901979,136.4350755157919,945800
2020-02-27,128.6580352783203,135.35377891463227,128.56655286358367,134.28080238518575,1388700
2020-02-28,126.32906341552734,127.93437128550269,122.96039686357828,126.75326098152927,1578000
2020-03-02,129.40658569335938,129.7143360743527,125.92147254508973,127.1691256898096,1201500
2020-03-03,131.21156311035156,133.35752870832465,128.47504861465552,130.04709155724433,1153700
2020-03-04,135.9442901611328,135.9442901611328,132.52571999966716,132.90832652748583,1052700
2020-03-05,133.86488342285156,135.345430990074,132.2429366713198,133.71515842713328,834600
2020-03-06,132.30116271972656,133.03312343255283,128.49165953346002,131.73556594475102,934700
2020-03-09,123.35132598876953,128.43343429335278,123.02693663706361,127.56007444128737,1064200
2020-03-10,130.6875,130.79563399726678,123.076821127111,126.0129637557133,1146800
2020-03-11,125.92150115966797,127.97597148684348,124.76534282383855,127.58503906398582,1048100
2020-03-12,113.44496154785156,121.16377604592792,113.22870619949283,117.8782913776035,1336900
2020-03-13,122.88554382324219,123.39292336804009,110.99955894446977,118.28586274791418,2054300
2020-03-16,101.7336654663086,111.73153250879896,101.26787685192625,111.73153250879896,1603900
2020-03-17,112.43852233886719,112.70469449911481,99.86217967827143,104.2955097745721,1442300
2020-03-18,110.58368682861328,111.70658006362409,103.16430881681488,105.38513054020736,1545000
2020-03-19,109.79350280761719,113.42832910434598,106.83240733834012,108.91182973999953,1116000
2020-03-20,102.5654067993164,111.9976617707419,100.71887908214408,111.10767577093934,2560000
2020-03-23,95.58688354492188,101.47580906968521,90.84580320051522,101.47580906968521,1195400
2020-03-24,107.7223892211914,107.88042734808717,97.50827415370337,99.52947290117103,1061800
2020-03-25,110.95795440673828,116.23969143787441,105.63463908844402,106.6909890330282,1356700
2020-03-26,117.94483947753906,118.43558011129946,108.79538104079013,111.78974164138126,2473900
2020-03-27,119.33386993408203,121.8957193435513,112.78785358428367,114.08541087271178,1533200
2020-03-30,121.18535614013672,122.09854970470083,116.24243950177335,120.62404283116429,1095400
2020-03-31,114.82659149169922,119.58520788153017,111.44195215885769,117.28967674879353,1869300
2020-04-01,109.95069885253906,111.60113318574965,106.87602889345135,110.31093958116418,979500
2020-04-02,110.06800842285156,110.9476709357542,106.7503798938736,108.0740794553386,1229100
2020-04-03,108.90348052978516,111.44196348325947,107.68868424173759,108.41756457127843,780900
2020-04-06,115.34601593017578,118.43743881680486,112.8494249006424,114.85172677699914,999100
2020-04-07,115.84033966064453,122.13208977014185,115.57224277783583,120.12141428332843,820100
2020-04-08,123.52278137207031,124.74593792608879,115.3125018389499,117.13049020684176,857500
2020-04-09,132.20225524902344,132.76356872959565,125.03920287913425,125.03920287913425,1360100
2020-04-13,123.4473876953125,132.45355914258295,121.3110374929689,132.45355914258295,762500
2020-04-14,130.15805053710938,131.13825573924404,126.3042411618505,126.44666282880385,618600
2020-04-15,127.35147857666016,130.02401026705485,124.66220041867523,127.38499707896675,981200
2020-04-16,127.40174102783203,128.30653594442575,125.67589630610023,127.58604163412963,1010800
2020-04-17,130.1161346435547,130.96230403845013,128.1892303137146,129.70562896901876,454300
2020-04-20,126.49694061279297,130.35073720551586,126.22884374535367,128.5997726845756,579300
2020-04-21,123.48928833007812,125.68428989143491,121.97290217237658,123.55631254711427,657800
2020-04-22,126.455078125,129.93187548759394,124.18467859420377,126.03618626041929,497000
2020-04-23,123.95845794677734,129.0186648931436,123.69873431172219,126.42153081109049,825700
2020-04-24,125.240234375,126.63933099951713,123.8830166900591,125.12294522035663,542900
2020-04-27,126.32095336914062,127.25089325821821,124.66214616663054,126.69795326286236,619200
2020-04-28,127.48551177978516,130.53504316344353,126.51367986607077,128.18087360855174,647400
2020-04-29,131.00418090820312,132.18545852283611,126.13666159497541,129.89831351204856,788900
2020-04-30,131.60739135742188,132.0681747845522,127.276052709517,129.52969210293253,889200
2020-05-01,126.49694061279297,129.97373717129634,125.4245787101603,128.58301343447008,703900
2020-05-04,125.3156967163086,126.37968567397613,123.11232133041182,125.16488899161943,436600
2020-05-05,128.13897705078125,129.55483313692685,125.66751841205634,125.68427766057505,729200
2020-05-06,126.64772033691406,129.0354082401259,125.76804517343808,128.43220314423155,428100
2020-05-07,126.91583251953125,129.3621589115646,126.54720571817953,127.87927847287688,572100
2020-05-08,127.34309387207031,129.77266094436268,126.46341862742587,129.19460105905645,456500
2020-05-11,127.17555236816406,129.14433614767643,125.24027430770774,126.46343119848233,784700
2020-05-12,124.15949249267578,127.6781800790639,123.37197408194575,127.6781800790639,988900
2020-05-13,120.18844604492188,124.51978590899958,119.16634898632023,123.35526716630608,1252900
2020-05-14,117.73373413085938,119.94548243333136,114.37422633014074,118.08560172630222,1041500
2020-05-15,118.4876937866211,118.75579059638639,114.77631965929407,116.46864561614895,1804700
2020-05-18,121.78020477294922,125.49996539648036,121.28591559750949,122.6347474851672,986300
2020-05-19,121.73828887939453,123.16251792802379,121.11833742090008,121.11833742090008,720500
2020-05-20,122.50067138671875,124.26839460677475,121.05968313228645,123.07874389133566,860300
2020-05-21,121.83883666992188,123.82439206872041,121.36130676783446,121.48696916744682,484800
2020-05-22,123.14579772949219,123.60656841440634,121.52049574081211,121.57076070399827,549300
2020-05-26,126.10319519042969,127.1671711931866,125.06433889024899,125.10623062833663,683700
2020-05-27,126.88232421875,128.4573614843854,123.38039489152968,127.48552943607575,770900
2020-05-28,129.97369384765625,130.17476643121296,127.01631997613394,128.40704324939566,1038100
2020-05-29,128.78408813476562,129.65537740068618,127.6447019971388,128.6919314330619,1875500
2020-06-01,129.1024627685547,130.0575355974253,127.82065483463792,128.59978747606965,616200
2020-06-02,129.82296752929688,130.08267843043143,128.0887491374916,130.08267843043143,687300
2020-06-03,129.62188720703125,131.32258699196132,129.25326035606955,129.99888729240064,1204100
2020-06-04,126.61424255371094,128.68356911734446,125.34918110630633,128.11386960841574,751700
2020-06-05,132.8640594482422,133.76886700735037,129.54644451507176,130.484757783676,1127000
2020-06-08,134.11236572265625,136.08953502138723,132.8389313988397,135.50308920895853,910300
2020-06-09,134.12078857421875,135.10099396268123,130.75290732675222,132.2190287920154,750000
2020-06-10,132.30276489257812,134.0621153042288,131.23040306682043,133.80240447224142,813400
2020-06-11,127.66985321044922,130.35075840299638,126.99962371642135,128.1725285268612,874500
2020-06-12,133.43374633789062,133.84425196285306,128.98511917469835,131.24713146979767,1166400
2020-06-15,138.5526580810547,138.87100716133784,130.24184616978107,130.24184616978107,1724700
2020-06-16,141.7362060546875,145.35543690213558,139.99362762839212,142.84208640815052,1288000
2020-06-17,143.2023162841797,143.96470227742273,140.20306283901567,142.71641314183475,999900
2020-06-18,142.62428283691406,143.55422313233004,140.0020161118046,141.7362214941104,3038800
2020-06-19,138.9380340576172,145.1543870548998,138.53590149482784,145.0370978581044,5600100
2020-06-22,141.16651916503906,141.57703768042018,137.62269855412111,139.11395215525675,1035700
2020-06-23,140.19471740722656,143.16047878188553,139.65853636541877,142.90076788744864,790000
2020-06-24,136.96083068847656,140.50466377906727,134.27992628618944,138.50236190540716,891400
2020-06-25,139.57476806640625,139.70043050665956,135.5617770267891,136.47495818213542,589200
2020-06-26,135.57852172851562,140.58009085081812,134.97531651291186,140.40415066978235,976600
2020-06-29,136.30374145507812,136.79286115584696,134.2376286026341,136.79286115584696,516500
2020-06-30,136.82656860351562,137.728913321873,135.90736700903815,136.5904436593901,817500
2020-07-01,139.49143981933594,140.38534334620644,137.25666813431366,137.40847011373572,656700
2020-07-02,139.17941284179688,142.04666500574524,137.55183614322962,141.68403622311405,1145900
2020-07-06,138.9685821533203,142.46831461116597,138.52163038499302,141.903300354372,585200
2020-07-07,135.41827392578125,137.13861497994895,135.35080780454078,135.84835597236145,2949600
2020-07-08,135.64599609375,136.7844533265867,134.49909755175975,136.41339602361202,1837700
2020-07-09,136.82656860351562,137.1048614736302,133.94246004211598,135.50257036095638,1513800
2020-07-10,135.6122283935547,137.39160709528792,134.92915162232214,136.61576601760117,1404400
2020-07-13,135.6375274658203,137.5771366066269,134.8110900097337,136.3037473623003,584900
2020-07-14,137.8553924560547,138.30234412410147,134.945985961159,135.6459322956844,636000
2020-07-15,138.07469177246094,139.82877238812864,137.34944702625071,139.61794557664714,655900
2020-07-16,137.48439025878906,138.7999476086901,136.35436154724314,137.50126000805272,600500
2020-07-17,140.62147521972656,141.05999856553777,137.29884280185627,138.27708223949406,471600
2020-07-20,139.37339782714844,140.8576140081467,138.61441355412083,139.98058009843135,466700
2020-07-21,139.76971435546875,140.78168023651347,139.3227626507753,139.9973979929089,574000
2020-07-22,142.42616271972656,143.05021472495937,138.6734479838446,138.8927032391627,846700
2020-07-23,142.11412048339844,143.3622114269421,140.5286989687311,141.82738628098193,763700
2020-07-24,142.13946533203125,142.5695474750833,140.6805471280156,141.79370620855912,589500
2020-07-27,143.66580200195312,143.8934985281804,139.82875201838792,141.50693782573367,639400
2020-07-28,146.55836486816406,147.9329598366949,143.92725030209806,145.25124889325804,1030300
2020-07-29,148.47265625,149.80508310442207,146.7944832401947,146.7944832401947,964900
2020-07-30,148.5316925048828,148.89430840295756,146.59208348556052,147.1908243562993,600100
2020-07-31,149.7292022705078,149.79666839350475,146.24633926939285,147.97512167612885,840300
2020-08-03,148.7003631591797,149.46777581514675,147.2583021558553,148.784686160195,518100
2020-08-04,148.8352813720703,149.8556758027415,147.74740795839276,148.71721888750062,672600
2020-08-05,147.25830078125,149.39186699151057,146.26320445076817,149.08827588142603,609800
2020-08-06,147.05592346191406,148.03415009959545,145.85842870218625,146.56680370914958,699900
2020-08-07,148.12689208984375,148.51481903110948,146.66797435939344,146.66797435939344,419900
2020-08-10,147.56190490722656,149.19792309655335,146.96316394176034,148.12691924319597,704600
2020-08-11,145.09103393554688,148.91121524886674,144.20555863352558,148.47269181844538,624800
2020-08-12,146.14512634277344,147.0390298303426,145.18375674152134,145.52951574870426,603300
2020-08-13,143.95257568359375,146.8282571073021,143.78391677121516,145.04887791582996,391400
2020-08-14,143.54776000976562,145.18377812091737,143.02491363653675,143.88507776000733,401500
2020-08-17,146.24635314941406,146.8451070054343,143.2273114149659,143.83449371171795,551300
2020-08-18,146.53305053710938,146.89567931473212,145.1500272806559,146.05237213719107,501200
2020-08-19,144.55972290039062,146.73545708405445,144.29829971961362,146.73545708405445,503400
2020-08-20,144.5850372314453,146.30539136775386,144.16338357205478,144.517571101801,344700
2020-08-21,143.9441375732422,145.8078396617969,143.03336406615261,145.4114841670121,549600
2020-08-24,144.38259887695312,144.38259887695312,142.038193550201,143.35376329509046,446400
2020-08-25,143.98629760742188,145.0825868379614,143.12612053110522,144.47541740109807,443200
2020-08-26,143.691162109375,144.0959460998949,142.6707543888601,144.02005151439448,401200
2020-08-27,143.80072021484375,145.0825376521423,143.69108618181843,143.69108618181843,352200
2020-08-28,143.11767578125,144.67778643730728,141.3720236371673,144.0537473220232,461100
2020-08-31,141.99609375,143.08395455462505,141.2539791745356,142.98276179173402,1077500
2020-09-01,140.4443359375,142.25745362841482,140.18291283785965,141.4225751027323,529700
2020-09-02,143.67422485351562,144.1802142548224,139.76128046932416,140.39376078703515,784900
2020-09-03,143.0080108642578,146.18728204088816,141.33826651080992,144.41633209146096,768800
2020-09-04,140.35162353515625,143.91038126339723,138.6818787344451,143.0080491708558,563800
2020-09-08,136.6073455810547,139.46615663381937,135.14841477881873,139.33965282605436,930400
2020-09-09,137.3578643798828,139.73598370738603,136.29528919989943,137.18919266583487,840100
2020-09-10,135.22433471679688,137.1808010196011,135.01350788553768,136.9025080581971,611600
2020-09-11,133.54611206054688,135.46042276893021,132.3992138967908,135.46042276893021,526500
2020-09-14,138.0325164794922,138.20961665355009,133.9424842754575,134.44003243575125,834800
2020-09-15,138.00723266601562,139.80348130888444,137.6699148976323,138.03253085525196,624600
2020-09-16,138.84213256835938,140.45285282251237,137.78799829750272,139.08668605734414,668600
2020-09-17,136.64952087402344,138.68189472848516,135.96644396167432,137.5181393054586,1118600
2020-09-18,134.38101196289062,136.91093364752982,132.90522431351778,135.3255119407782,3441800
2020-09-21,131.46315002441406,133.20880198721392,130.0295304546994,132.97266414872547,835700
2020-09-22,134.2123260498047,134.8616761499529,131.63180826283752,131.63180826283752,897300
2020-09-23,132.0028839111328,135.05565206381596,131.59810003076294,134.02681618082983,736100
2020-09-24,132.0450897216797,134.78583909310004,131.21865197575744,132.18002200978776,1225300
2020-09-25,133.66421508789062,133.90876855774363,131.30295193232655,131.34511987343197,1134300
2020-09-28,136.067626953125,136.99525718709032,134.80266610584283,135.38453728660102,1357300
2020-09-29,135.76199340820312,137.48523961015783,134.97253761316006,135.41396085985025,714500
2020-09-30,135.8214569091797,138.4869524829046,134.37835652010835,136.61941004099208,1627300
2020-10-01,138.52935791015625,138.55482338948656,135.85536600401713,136.33075184170872,671700
2020-10-02,139.81967163085938,140.32051001872117,136.30529283408,137.23905734405176,779900
2020-10-05,141.7636260986328,141.88246933892117,138.70763855844368,140.96567307686445,654800
2020-10-06,140.15072631835938,142.5106223430653,139.48859796339525,142.07768329739994,630000
2020-10-07,138.46995544433594,140.78741811571368,138.44448996029374,140.31203219006096,670000
2020-10-08,140.99111938476562,141.75512264237537,138.6142419493241,138.8689097018607,593000
2020-10-09,140.19317626953125,141.85699447650543,139.69233785806802,141.85699447650543,529400
2020-10-12,141.67874145507812,142.03528415137413,139.63294075771245,140.3120376290852,597700
2020-10-13,140.59217834472656,142.68892307586287,140.1337866370392,141.2118730543589,835400
2020-10-14,137.7484130859375,140.66857617732333,137.57863887310063,140.3714615901522,486200
2020-10-15,137.4597930908203,138.3511239669252,136.25437924952297,136.67033711249007,483400
