Date,Close,High,Low,Open,Volume
2020-01-02,172.8794708251953,174.44024920041272,171.37377660299111,174.41270712390613,1060500
2020-01-03,174.0087127685547,174.35759769933006,171.02486683313447,172.01642347123877,1311500
2020-01-06,174.80747985839844,176.03775327071776,172.16334254572823,173.5037702508665,1615100
2020-01-07,168.56436157226562,174.3851535087566,168.29810283806006,173.68738359224017,2301500
2020-01-08,174.7064971923828,177.88315216410757,167.2514761497894,173.29261920503382,4577800
2020-01-09,177.73623657226562,179.91215853534098,175.00028308482524,176.1846343231018,2475500
2020-01-10,172.95291137695312,176.86404012368737,172.23678940937072,176.35907873393214,1881300
2020-01-13,173.00802612304688,174.4402703115015,172.09909546074473,172.70504923561282,1401500
2020-01-14,175.2022705078125,175.90002642613504,173.49459180450245,173.77002656488028,1292100
2020-01-15,175.22067260742188,176.8457114104865,174.1556654531039,174.4311002701443,842600
2020-01-16,175.2297821044922,176.50594939671979,174.7431868497775,175.85408771084633,856000
2020-01-17,174.39430236816406,177.5434145054475,174.13723370502152,175.46848514112216,1787900
2020-01-21,174.6514129638672,175.7164199721249,171.8695511125904,172.0990777604462,2038100
2020-01-22,176.22134399414062,178.51660998550082,175.70720665354662,176.8823817203877,1695500
2020-01-23,178.08514404296875,178.2320444658941,175.2757399981997,175.65216707849763,1089800
2020-01-24,175.87246704101562,178.73695464494688,174.86255836462084,178.09428294011516,853100
2020-01-27,175.26651000976562,176.2029824809288,173.56802153793745,174.4402198352754,1028100
2020-01-28,176.96502685546875,179.00322439446177,175.064539687005,175.7714856105063,985400
2020-01-29,176.80897521972656,177.9198763889179,175.20228862873793,177.00176976549582,624300
2020-01-30,175.16555786132812,176.55190783920708,174.31172541941456,176.40500741612667,723200
2020-01-31,172.8794708251953,175.75313487787614,172.33779130830598,174.34843293926102,1003700
2020-02-03,173.63229370117188,174.34841563766784,172.60401892244803,173.48540731077787,826500
2020-02-04,177.0935821533203,178.99406954659872,175.79904848043748,175.90923079908805,1205800
2020-02-05,180.99551391601562,181.47293321612713,177.94740763651905,177.94740763651905,1338300
2020-02-06,183.43768310546875,183.97936258299777,181.44539366415518,181.78508858918295,1171600
2020-02-07,183.93344116210938,184.36495231043003,181.39947242640744,182.37266301310763,1223800
2020-02-10,184.37582397460938,185.6567870045918,183.04878030519282,183.78601428879148,918400
2020-02-11,184.25599670410156,185.426377319203,182.56033623080887,184.3204983426914,994500
